joined,generation,inviter_joined,activated_card,first_purchase,fifth_purchase,last_activity,joined_bonus,days_till_activation,has_activated_card,days_till_first_purchase,days_till_fifth_purchase,fifth_purchase_bonus,currently_active,first_purchase_binned,fifth_purchase_binned
2021-02-23,GEN Z,2021-02-21,,2021-02-24,,2021-02-24,20,-1,N,1,-1,0,N,1,-1
2021-02-23,GEN Z,2021-02-19,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-23,GEN Y,2020-08-01,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-23,GEN Z,2021-01-07,,,,2021-02-23,20,-1,N,-1,-1,0,N,-1,-1
2021-02-23,GEN X,2021-02-22,,2021-02-26,,2021-02-26,20,-1,N,3,-1,0,N,3,-1
2021-02-23,GEN Z,2021-02-23,,2021-02-24,,2021-03-03,20,-1,N,1,-1,0,N,1,-1
2021-02-23,GEN Z,2021-02-22,2021-03-31,2021-02-24,,2021-04-19,20,36,Y,1,-1,0,N,1,-1
2021-02-23,GEN Z,2021-01-07,,,,2021-02-27,20,-1,N,-1,-1,0,N,-1,-1
2021-02-23,GEN X,2021-02-22,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-23,GEN Z,2021-02-23,2021-03-03,2021-02-24,2021-03-01,2021-10-31,20,8,Y,1,6,10,Y,1,6
2021-02-23,GEN Z,2021-02-04,2021-05-14,2021-05-22,,2021-05-22,20,80,Y,88,-1,0,N,>30,-1
2021-02-23,GEN Z,2021-02-12,,2021-02-26,,2021-03-01,20,-1,N,3,-1,0,N,3,-1
2021-02-23,GEN Z,2021-02-22,2021-03-04,2021-02-24,,2021-04-01,20,9,Y,1,-1,0,N,1,-1
2021-02-23,GEN Z,2021-02-22,,2021-02-26,,2021-02-26,20,-1,N,3,-1,0,N,3,-1
2021-02-23,GEN Z,2020-10-28,2021-03-04,2021-02-24,2021-02-26,2021-11-13,20,9,Y,1,3,10,Y,1,3
2021-02-23,GEN Y,2021-01-03,2021-03-12,2021-03-02,2021-03-05,2021-10-01,20,17,Y,7,10,10,N,7,10
2021-02-23,GEN Z,2021-02-07,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-23,GEN Z,2021-02-23,2021-03-06,2021-03-08,,2021-03-19,20,11,Y,13,-1,0,N,13,-1
2021-02-23,GEN Z,2021-02-15,2021-03-03,2021-02-27,,2021-03-06,20,8,Y,4,-1,0,N,4,-1
2021-02-23,GEN Z,2021-02-21,2021-03-01,2021-02-25,2021-02-28,2021-11-14,20,6,Y,2,5,10,Y,2,5
2021-02-23,GEN Z,2020-11-29,2021-03-03,2021-02-24,2021-02-25,2021-11-11,20,8,Y,1,2,10,Y,1,2
2021-02-23,GEN Z,2020-07-20,2021-07-10,2021-02-23,2021-02-28,2021-11-15,20,137,Y,0,5,10,Y,0,5
2021-02-23,GEN Z,2021-02-20,2021-03-02,2021-02-23,2021-03-01,2021-03-01,20,7,Y,0,6,10,N,0,6
2021-02-23,GEN Z,2021-02-12,,2021-05-03,,2021-05-15,20,-1,N,69,-1,0,N,>30,-1
2021-02-23,GEN Z,2021-02-19,2021-06-23,2021-06-23,,2021-09-10,20,120,Y,120,-1,0,N,>30,-1
2021-02-23,GEN Y,2021-02-14,2021-03-03,2021-03-03,2021-03-23,2021-11-14,20,8,Y,8,28,10,Y,8,28
2021-02-23,GEN Z,2021-02-10,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-23,GEN Z,2019-05-06,2021-03-03,2021-03-04,2021-03-12,2021-11-14,20,8,Y,9,17,10,Y,9,17
2021-02-23,GEN Z,2021-02-22,2021-09-12,2021-02-24,2021-02-24,2021-11-06,20,201,Y,1,1,10,Y,1,1
2021-02-23,GEN Y,2021-02-21,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-23,GEN Y,2021-02-23,2021-03-12,2021-03-14,2021-03-26,2021-11-13,20,17,Y,19,31,0,Y,19,>30
2021-02-23,GEN Z,2021-02-23,2021-04-20,2021-03-08,,2021-08-04,20,56,Y,13,-1,0,N,13,-1
2021-02-23,GEN Y,2021-02-17,2021-03-06,,,,20,11,Y,-1,-1,0,N,-1,-1
2021-02-23,GEN Z,2021-02-11,,2021-02-28,,2021-06-15,20,-1,N,5,-1,0,N,5,-1
2021-02-23,GEN X,2021-02-23,2021-07-15,2021-08-18,2021-09-09,2021-11-13,20,142,Y,176,198,0,Y,>30,>30
2021-02-23,GEN Z,2021-02-22,,2021-02-24,2021-03-10,2021-03-12,20,-1,N,1,15,10,N,1,15
2021-02-23,GEN Z,2021-02-21,2021-03-04,2021-03-04,2021-09-24,2021-11-13,20,9,Y,9,213,0,Y,9,>30
2021-02-23,GEN Z,2021-02-23,2021-03-19,2021-02-24,,2021-11-08,20,24,Y,1,-1,0,Y,1,-1
2021-02-23,GEN Z,2021-02-23,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-23,GEN Z,2021-02-21,2021-03-10,2021-02-24,2021-02-25,2021-11-14,20,15,Y,1,2,10,Y,1,2
2021-02-23,GEN X,2021-02-09,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-23,GEN Z,2020-11-10,2021-03-10,2021-02-23,2021-03-05,2021-11-12,20,15,Y,0,10,10,Y,0,10
2021-02-23,GEN Z,2021-02-23,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-23,GEN X,2021-01-06,,2021-02-25,2021-03-04,2021-11-14,20,-1,N,2,9,10,Y,2,9
2021-02-23,GEN Y,2021-02-15,2021-03-22,2021-03-26,2021-06-21,2021-10-29,20,27,Y,31,118,0,Y,>30,>30
2021-02-23,GEN Y,2021-01-28,2021-03-03,2021-03-05,2021-03-07,2021-11-08,20,8,Y,10,12,10,Y,10,12
2021-02-23,GEN Y,2020-09-16,2021-05-18,2021-05-18,2021-05-28,2021-06-10,20,84,Y,84,94,0,N,>30,>30
2021-02-23,GEN X,2020-03-13,,2021-02-25,2021-03-07,2021-11-11,20,-1,N,2,12,10,Y,2,12
2021-02-23,GEN Z,2019-05-21,,2021-04-27,2021-05-18,2021-10-28,20,-1,N,63,84,0,Y,>30,>30
2021-02-23,GEN Z,2021-02-22,,2021-02-24,2021-03-03,2021-03-13,20,-1,N,1,8,10,N,1,8
2021-02-23,GEN X,2021-01-02,2021-03-02,,,2021-02-24,20,7,Y,-1,-1,0,N,-1,-1
2021-02-23,GEN Z,2021-02-22,,2021-02-23,,2021-02-28,20,-1,N,0,-1,0,N,0,-1
2021-02-23,GEN Z,2021-02-23,2021-09-12,2021-02-23,2021-03-15,2021-09-13,20,201,Y,0,20,10,N,0,20
2021-02-23,GEN Z,2021-01-02,,,,2021-05-12,20,-1,N,-1,-1,0,N,-1,-1
2021-02-23,GEN Z,2021-02-23,,2021-02-24,2021-02-26,2021-03-09,20,-1,N,1,3,10,N,1,3
2021-02-23,GEN Z,2021-02-23,,2021-02-24,2021-02-25,2021-08-03,20,-1,N,1,2,10,N,1,2
2021-02-23,GEN Y,2021-01-17,,,,2021-11-14,20,-1,N,-1,-1,0,Y,-1,-1
2021-02-23,GEN Z,2021-02-23,,2021-02-28,2021-03-04,2021-09-28,20,-1,N,5,9,10,N,5,9
2021-02-23,BOOMER,2021-02-05,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-23,GEN Z,2021-02-22,,2021-02-25,,2021-06-05,20,-1,N,2,-1,0,N,2,-1
2021-02-23,GEN Z,2021-02-22,,2021-02-24,2021-03-16,2021-03-23,20,-1,N,1,21,10,N,1,21
2021-02-23,GEN Z,2021-02-22,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-23,GEN X,2020-12-01,,,,2021-11-02,20,-1,N,-1,-1,0,Y,-1,-1
2021-02-23,GEN Y,2021-02-10,2021-03-01,2021-03-02,2021-03-17,2021-05-19,20,6,Y,7,22,10,N,7,22
2021-02-23,GEN Z,2021-02-16,2021-03-08,2021-02-26,2021-02-27,2021-05-04,20,13,Y,3,4,10,N,3,4
2021-02-23,GEN X,2021-01-03,2021-03-26,,,,20,31,Y,-1,-1,0,N,-1,-1
2021-02-23,GEN Y,2021-02-20,,2021-06-05,,2021-06-05,20,-1,N,102,-1,0,N,>30,-1
2021-02-23,GEN Z,2021-02-23,2021-03-03,,,,20,8,Y,-1,-1,0,N,-1,-1
2021-02-23,GEN Z,2021-02-21,2021-03-09,2021-02-23,2021-02-24,2021-11-13,20,14,Y,0,1,10,Y,0,1
2021-02-23,GEN Z,2021-02-23,,2021-02-24,,2021-03-03,20,-1,N,1,-1,0,N,1,-1
2021-02-23,GEN X,2021-02-23,2021-06-11,2021-06-11,,2021-06-11,20,108,Y,108,-1,0,N,>30,-1
2021-02-23,GEN Z,2021-02-23,2021-03-07,2021-03-07,,2021-04-04,20,12,Y,12,-1,0,N,12,-1
2021-02-23,GEN Z,2021-02-23,,2021-02-24,,2021-02-25,20,-1,N,1,-1,0,N,1,-1
2021-02-23,GEN Y,2020-01-30,,,,2021-03-07,20,-1,N,-1,-1,0,N,-1,-1
2021-02-23,GEN Z,2021-02-23,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-23,GEN Z,2021-02-23,,,,2021-11-04,20,-1,N,-1,-1,0,Y,-1,-1
2021-02-23,GEN Z,2021-02-23,2021-03-05,2021-02-27,2021-03-07,2021-10-16,20,10,Y,4,12,10,Y,4,12
2021-02-23,GEN X,2021-02-09,2021-03-12,,,2021-09-04,20,17,Y,-1,-1,0,N,-1,-1
2021-02-23,GEN Z,2021-02-11,,,,2021-03-01,20,-1,N,-1,-1,0,N,-1,-1
2021-02-23,GEN Z,2021-02-23,,2021-02-23,,2021-02-26,20,-1,N,0,-1,0,N,0,-1
2021-02-23,GEN Z,2021-02-23,,2021-03-02,,2021-03-02,20,-1,N,7,-1,0,N,7,-1
2021-02-23,GEN Y,2020-03-04,2021-05-12,2021-05-12,2021-05-16,2021-11-14,20,78,Y,78,82,0,Y,>30,>30
2021-02-23,GEN Y,2019-07-22,,2021-02-24,2021-02-27,2021-11-04,20,-1,N,1,4,10,Y,1,4
2021-02-23,GEN Z,2021-02-11,,2021-02-24,,2021-04-13,20,-1,N,1,-1,0,N,1,-1
2021-02-23,GEN Y,2021-02-18,2021-03-26,2021-04-21,2021-05-27,2021-11-14,20,31,Y,57,93,0,Y,>30,>30
2021-02-23,GEN Y,2021-01-02,2021-03-18,2021-03-04,2021-03-11,2021-11-14,20,23,Y,9,16,10,Y,9,16
2021-02-23,GEN Y,2021-02-23,,2021-02-23,,2021-02-23,20,-1,N,0,-1,0,N,0,-1
2021-02-23,GEN Z,2021-02-20,,2021-02-24,2021-02-27,2021-03-05,20,-1,N,1,4,10,N,1,4
2021-02-23,GEN Y,2019-05-22,2021-03-10,2021-02-24,2021-03-17,2021-08-11,20,15,Y,1,22,10,N,1,22
2021-02-23,GEN Z,2021-01-11,,2021-03-26,,2021-03-31,20,-1,N,31,-1,0,N,>30,-1
2021-02-23,GEN Z,2021-02-23,2021-03-08,2021-02-26,,2021-10-31,20,13,Y,3,-1,0,Y,3,-1
2021-02-23,GEN Z,2021-02-23,,2021-03-01,,2021-03-01,20,-1,N,6,-1,0,N,6,-1
2021-02-23,BOOMER,2021-01-10,,,,2021-03-12,20,-1,N,-1,-1,0,N,-1,-1
2021-02-23,GEN Y,2021-02-07,2021-05-15,2021-05-15,2021-05-17,2021-10-01,20,81,Y,81,83,0,N,>30,>30
2021-02-23,GEN Z,2020-04-15,2021-03-07,2021-02-24,2021-02-28,2021-11-15,20,12,Y,1,5,10,Y,1,5
2021-02-23,GEN Y,2020-11-07,2021-03-03,2021-03-04,2021-03-06,2021-10-18,20,8,Y,9,11,10,Y,9,11
2021-02-23,GEN Z,2019-12-20,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-23,GEN Z,2021-02-23,,,,2021-02-26,20,-1,N,-1,-1,0,N,-1,-1
2021-02-23,GEN Z,2021-02-21,,2021-04-22,,2021-05-31,20,-1,N,58,-1,0,N,>30,-1
2021-02-23,GEN Z,2021-01-19,,2021-02-25,,2021-02-25,20,-1,N,2,-1,0,N,2,-1
2021-02-23,GEN Y,2021-02-14,,,,2021-02-23,20,-1,N,-1,-1,0,N,-1,-1
2021-02-23,GEN Z,2020-06-01,,2021-03-04,,2021-03-04,20,-1,N,9,-1,0,N,9,-1
2021-02-23,GEN Z,2021-02-23,,2021-02-27,,2021-11-06,20,-1,N,4,-1,0,Y,4,-1
2021-02-23,GEN X,2019-01-17,2021-04-13,2021-05-29,,2021-10-27,20,49,Y,95,-1,0,Y,>30,-1
2021-02-23,GEN Y,2021-01-01,,,,2021-02-23,20,-1,N,-1,-1,0,N,-1,-1
2021-02-23,GEN Z,2021-01-04,2021-09-16,2021-03-02,,2021-03-02,20,205,Y,7,-1,0,N,7,-1
2021-02-23,GEN Z,2021-02-22,2021-03-06,2021-02-24,2021-02-27,2021-11-10,20,11,Y,1,4,10,Y,1,4
2021-02-24,GEN Y,2021-02-12,,,,2021-02-24,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Y,2020-11-30,,,,2021-02-24,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Y,2020-04-16,2021-03-10,2021-03-12,,2021-03-30,20,14,Y,16,-1,0,N,16,-1
2021-02-24,GEN X,2021-01-19,,,,2021-02-24,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2021-01-31,2021-03-10,2021-02-26,2021-03-02,2021-03-16,20,14,Y,2,6,10,N,2,6
2021-02-24,GEN Y,2020-12-26,2021-03-09,2021-03-09,2021-03-11,2021-03-25,20,13,Y,13,15,10,N,13,15
2021-02-24,GEN Y,2020-10-14,2021-03-09,2021-03-10,2021-03-24,2021-11-10,20,13,Y,14,28,10,Y,14,28
2021-02-24,GEN Y,2020-07-08,,,,2021-03-07,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2019-04-23,,,,2021-02-24,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Y,2020-04-06,2021-03-12,2021-03-07,2021-03-15,2021-11-13,20,16,Y,11,19,10,Y,11,19
2021-02-24,GEN Y,2020-01-17,2021-03-08,2021-02-26,2021-02-26,2021-07-09,20,12,Y,2,2,10,N,2,2
2021-02-24,GEN Y,2020-12-26,2021-03-17,2021-03-17,2021-03-25,2021-11-12,20,21,Y,21,29,10,Y,21,29
2021-02-24,GEN Z,2021-02-09,2021-04-09,2021-04-09,2021-04-25,2021-11-12,20,44,Y,44,60,0,Y,>30,>30
2021-02-24,GEN Y,2020-03-04,,,,2021-05-19,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2021-01-29,,2021-02-25,2021-02-26,2021-11-11,20,-1,N,1,2,10,Y,1,2
2021-02-24,GEN X,2019-12-25,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN X,2020-05-30,,,,2021-03-01,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN X,2021-01-09,2021-03-03,2021-03-06,2021-03-07,2021-11-14,20,7,Y,10,11,10,Y,10,11
2021-02-24,GEN X,2020-10-21,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2020-03-02,2021-03-03,2021-02-28,2021-03-06,2021-11-08,20,7,Y,4,10,10,Y,4,10
2021-02-24,GEN Z,2020-01-20,2021-07-12,2021-02-24,,2021-07-13,20,138,Y,0,-1,0,N,0,-1
2021-02-24,GEN X,2021-02-23,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2021-02-23,2021-03-06,2021-02-24,2021-03-01,2021-09-11,20,10,Y,0,5,10,N,0,5
2021-02-24,GEN Z,2021-01-27,2021-03-03,2021-03-02,2021-04-12,2021-11-10,20,7,Y,6,47,0,Y,6,>30
2021-02-24,GEN Y,2020-07-25,2021-04-16,2021-04-30,2021-05-01,2021-10-19,20,51,Y,65,66,0,Y,>30,>30
2021-02-24,GEN Z,2021-02-23,,2021-02-24,,2021-02-26,20,-1,N,0,-1,0,N,0,-1
2021-02-24,GEN Z,2021-02-23,,2021-02-24,,2021-02-24,20,-1,N,0,-1,0,N,0,-1
2021-02-24,GEN Z,2021-02-23,2021-05-19,2021-02-24,2021-10-20,2021-11-06,20,84,Y,0,238,0,Y,0,>30
2021-02-24,GEN Z,2021-02-23,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2021-02-21,,2021-02-24,,2021-02-24,20,-1,N,0,-1,0,N,0,-1
2021-02-24,GEN X,2020-09-02,,,,2021-02-24,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2021-02-23,,2021-02-24,2021-02-25,2021-07-14,20,-1,N,0,1,10,N,0,1
2021-02-24,GEN Y,2021-02-05,2021-03-11,2021-02-27,2021-02-28,2021-11-13,20,15,Y,3,4,10,Y,3,4
2021-02-24,GEN Z,2020-03-09,2021-03-02,2021-02-25,2021-02-26,2021-11-11,20,6,Y,1,2,10,Y,1,2
2021-02-24,GEN Z,2021-02-23,,2021-02-24,2021-03-31,2021-10-28,20,-1,N,0,35,0,Y,0,>30
2021-02-24,GEN Z,2021-02-16,,2021-02-24,,2021-02-24,20,-1,N,0,-1,0,N,0,-1
2021-02-24,GEN Z,2021-02-24,,2021-02-24,2021-03-05,2021-10-22,20,-1,N,0,9,10,Y,0,9
2021-02-24,GEN Z,2021-02-22,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2021-02-23,2021-03-08,2021-03-01,,2021-03-13,20,12,Y,5,-1,0,N,5,-1
2021-02-24,GEN Z,2021-02-20,,,,2021-03-15,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2021-02-23,,2021-02-24,,2021-11-11,20,-1,N,0,-1,0,Y,0,-1
2021-02-24,GEN Y,2021-01-29,2021-03-07,2021-03-07,2021-03-08,2021-11-14,20,11,Y,11,12,10,Y,11,12
2021-02-24,GEN Z,2021-02-23,,2021-02-25,,2021-03-04,20,-1,N,1,-1,0,N,1,-1
2021-02-24,GEN Z,2021-02-22,,2021-02-24,,2021-02-26,20,-1,N,0,-1,0,N,0,-1
2021-02-24,GEN Z,2021-02-23,,,,2021-03-04,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2019-12-04,,,,2021-02-24,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2021-02-23,2021-03-19,2021-02-24,2021-03-08,2021-11-12,20,23,Y,0,12,10,Y,0,12
2021-02-24,GEN Z,2021-02-13,2021-03-04,2021-03-04,,2021-03-30,20,8,Y,8,-1,0,N,8,-1
2021-02-24,GEN Y,2020-10-23,2021-03-03,2021-03-03,2021-03-18,2021-11-14,20,7,Y,7,22,10,Y,7,22
2021-02-24,GEN Z,2021-02-22,,2021-02-24,,2021-03-01,20,-1,N,0,-1,0,N,0,-1
2021-02-24,GEN Z,2021-02-22,,2021-02-25,,2021-02-26,20,-1,N,1,-1,0,N,1,-1
2021-02-24,GEN Y,2021-01-07,2021-03-05,2021-03-07,2021-08-03,2021-11-12,20,9,Y,11,160,0,Y,11,>30
2021-02-24,GEN Z,2021-02-23,,2021-02-24,,2021-10-30,20,-1,N,0,-1,0,Y,0,-1
2021-02-24,GEN Z,2021-02-19,,2021-02-25,,2021-02-25,20,-1,N,1,-1,0,N,1,-1
2021-02-24,GEN Z,2021-02-23,2021-03-08,2021-02-24,2021-02-27,2021-11-09,20,12,Y,0,3,10,Y,0,3
2021-02-24,GEN Z,2021-02-23,,2021-02-26,,2021-06-22,20,-1,N,2,-1,0,N,2,-1
2021-02-24,GEN Y,2021-02-13,2021-04-04,2021-04-05,2021-04-07,2021-10-01,20,39,Y,40,42,0,N,>30,>30
2021-02-24,BOOMER,2021-02-01,2021-03-08,2021-03-09,2021-03-10,2021-11-12,20,12,Y,13,14,10,Y,13,14
2021-02-24,GEN Z,2021-02-19,2021-05-11,2021-02-24,2021-02-27,2021-11-04,20,76,Y,0,3,10,Y,0,3
2021-02-24,GEN X,2021-02-14,2021-03-10,,,2021-03-10,20,14,Y,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2020-06-25,,2021-02-24,,2021-02-24,20,-1,N,0,-1,0,N,0,-1
2021-02-24,GEN Y,2021-02-16,2021-03-08,2021-03-08,2021-03-10,2021-11-15,20,12,Y,12,14,10,Y,12,14
2021-02-24,GEN Y,2021-02-15,2021-03-08,2021-03-08,2021-03-14,2021-11-01,20,12,Y,12,18,10,Y,12,18
2021-02-24,GEN Z,2020-08-06,2021-03-02,2021-03-03,2021-03-07,2021-11-14,20,6,Y,7,11,10,Y,7,11
2021-02-24,GEN Z,2021-02-24,2021-03-08,2021-02-24,2021-03-02,2021-08-24,20,12,Y,0,6,10,N,0,6
2021-02-24,GEN Z,2019-10-12,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2021-02-22,,2021-02-24,,2021-02-24,20,-1,N,0,-1,0,N,0,-1
2021-02-24,GEN Z,2021-02-23,,2021-02-24,,2021-02-27,20,-1,N,0,-1,0,N,0,-1
2021-02-24,GEN Z,2021-02-23,2021-03-03,2021-02-24,2021-02-26,2021-09-21,20,7,Y,0,2,10,N,0,2
2021-02-24,GEN Y,2021-02-22,,2021-02-24,,2021-03-03,20,-1,N,0,-1,0,N,0,-1
2021-02-24,GEN Z,2021-02-23,,2021-02-24,2021-03-01,2021-03-01,20,-1,N,0,5,10,N,0,5
2021-02-24,GEN Y,2020-11-04,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2021-02-24,2021-03-05,2021-02-24,2021-03-09,2021-04-14,20,9,Y,0,13,10,N,0,13
2021-02-24,GEN Z,2021-02-23,,2021-03-26,2021-04-04,2021-04-30,20,-1,N,30,39,0,N,30,>30
2021-02-24,GEN Z,2021-02-20,,2021-02-25,2021-05-23,2021-08-12,20,-1,N,1,88,0,N,1,>30
2021-02-24,GEN Z,2021-02-22,2021-03-13,2021-03-13,2021-04-05,2021-08-06,20,17,Y,17,40,0,N,17,>30
2021-02-24,GEN Z,2021-02-23,,2021-03-19,,2021-06-14,20,-1,N,23,-1,0,N,23,-1
2021-02-24,GEN Y,2021-02-01,2021-04-05,2021-04-05,2021-04-26,2021-11-01,20,40,Y,40,61,0,Y,>30,>30
2021-02-24,GEN Z,2020-12-21,2021-03-09,2021-03-10,2021-03-12,2021-11-12,20,13,Y,14,16,10,Y,14,16
2021-02-24,GEN Z,2019-03-29,2021-03-09,2021-03-09,2021-03-11,2021-11-14,20,13,Y,13,15,10,Y,13,15
2021-02-24,GEN Z,2021-02-23,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2020-08-08,2021-03-05,2021-03-05,2021-03-17,2021-11-13,20,9,Y,9,21,10,Y,9,21
2021-02-24,GEN Z,2021-02-13,,,,2021-03-22,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2021-02-23,2021-09-28,2021-02-24,2021-03-17,2021-08-09,20,216,Y,0,21,10,N,0,21
2021-02-24,GEN Y,2020-01-11,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2021-02-12,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN X,2021-02-21,,,,2021-02-24,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2021-02-23,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2021-02-23,,2021-02-24,2021-02-26,2021-03-15,20,-1,N,0,2,10,N,0,2
2021-02-24,GEN Z,2021-02-20,2021-03-02,2021-02-24,2021-03-01,2021-11-15,20,6,Y,0,5,10,Y,0,5
2021-02-24,GEN Z,2021-01-06,2021-03-07,2021-02-24,2021-02-26,2021-11-12,20,11,Y,0,2,10,Y,0,2
2021-02-24,GEN Z,2021-02-24,,,,2021-08-09,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2020-02-29,,,,2021-09-17,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2021-02-19,2021-03-11,2021-02-26,,2021-09-08,20,15,Y,2,-1,0,N,2,-1
2021-02-24,GEN Y,2021-02-04,2021-03-05,2021-03-08,,2021-11-01,20,9,Y,12,-1,0,Y,12,-1
2021-02-24,GEN Z,2021-02-23,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2021-02-23,2021-03-05,2021-02-24,2021-02-26,2021-03-05,20,9,Y,0,2,10,N,0,2
2021-02-24,GEN Z,2021-02-22,2021-03-11,2021-03-11,,2021-03-11,20,15,Y,15,-1,0,N,15,-1
2021-02-24,GEN Z,2021-01-21,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2021-01-04,2021-03-05,2021-04-15,2021-04-16,2021-04-28,20,9,Y,50,51,0,N,>30,>30
2021-02-24,GEN X,2021-02-21,,,,2021-02-24,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN X,2021-02-01,2021-03-14,2021-03-14,,2021-11-07,20,18,Y,18,-1,0,Y,18,-1
2021-02-24,GEN Z,2019-04-21,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2021-02-23,,2021-02-24,2021-02-26,2021-03-13,20,-1,N,0,2,10,N,0,2
2021-02-24,GEN Z,2021-02-21,,2021-02-27,,2021-06-17,20,-1,N,3,-1,0,N,3,-1
2021-02-24,GEN Z,2021-02-19,2021-07-04,2021-06-03,2021-06-04,2021-11-14,20,130,Y,99,100,0,Y,>30,>30
2021-02-24,GEN Z,2021-02-19,,2021-02-24,2021-03-12,2021-04-28,20,-1,N,0,16,10,N,0,16
2021-02-24,GEN Z,2021-02-20,,2021-02-26,,2021-03-08,20,-1,N,2,-1,0,N,2,-1
2021-02-24,GEN Y,2021-02-09,2021-03-09,2021-03-09,2021-03-22,2021-03-26,20,13,Y,13,26,10,N,13,26
2021-02-24,GEN Z,2021-02-24,,2021-02-24,2021-02-27,2021-10-25,20,-1,N,0,3,10,Y,0,3
2021-02-24,GEN Z,2021-02-10,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2020-12-01,2021-03-09,2021-02-24,2021-02-27,2021-11-14,20,13,Y,0,3,10,Y,0,3
2021-02-24,GEN Z,2021-02-22,2021-03-10,2021-02-25,2021-03-10,2021-11-12,20,14,Y,1,14,10,Y,1,14
2021-02-24,GEN Z,2021-02-24,2021-03-10,2021-02-25,,2021-03-10,20,14,Y,1,-1,0,N,1,-1
2021-02-24,GEN X,2020-09-09,,2021-02-24,2021-02-24,2021-03-04,20,-1,N,0,0,10,N,0,0
2021-02-24,GEN Z,2021-02-20,2021-03-03,,,2021-03-01,20,7,Y,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2021-02-23,,2021-02-25,,2021-06-23,20,-1,N,1,-1,0,N,1,-1
2021-02-24,GEN X,2019-08-21,2021-03-08,2021-03-02,2021-03-02,2021-11-13,20,12,Y,6,6,10,Y,6,6
2021-02-24,GEN Z,2021-02-23,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Y,2020-03-30,2021-03-04,2021-03-13,,2021-03-13,20,8,Y,17,-1,0,N,17,-1
2021-02-24,GEN Y,2021-02-14,2021-03-04,2021-03-04,,2021-03-04,20,8,Y,8,-1,0,N,8,-1
2021-02-24,GEN Z,2021-02-23,,2021-02-25,2021-06-05,2021-06-05,20,-1,N,1,101,0,N,1,>30
2021-02-24,GEN Z,2021-02-19,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-24,GEN Z,2021-02-24,,2021-02-26,,2021-03-23,20,-1,N,2,-1,0,N,2,-1
